model,config,pca_mode,classifier,best_params,test_roc_auc,cv_roc_auc,overfitting_gap,feature_dim,convergence_ok,cv_stability
dinov2_vits14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 3, 'weights': 'distance'}",0.5409040126815392,0.5598639114402777,0.4401360885597223,45,True,0.020548174522611613
dinov2_vits14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4958333333333334,,,45,True,
dinov2_vitg14,multi_axes_average,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5921003533272603,0.5988041148173491,0.3208417754867303,4608,True,0.048938695484120304
dinov2_vitg14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 15, 'weights': 'uniform'}",0.6101768520221347,0.5587324146183569,0.14580228260787664,4608,True,0.029334533022687227
dinov2_vitg14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4985943775100402,,,4608,True,
dinov2_vitg14,multi_axes_max,none,logistic,"{'C': 0.1, 'l1_ratio': 0.4}",0.5913517145932671,0.5745928756217002,0.3006920059858097,4608,True,0.04390495769151851
dinov2_vitg14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}",0.5320807758477758,0.5417781191590786,0.14328467050100857,4608,True,0.035580969557816616
dinov2_vitg14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5046184738955822,,,4608,True,
dinov2_vitg14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.30000000000000004}",0.5638543179360911,0.5857797118388568,0.22347622882807738,4608,False,0.03523505390654102
dinov2_vitg14,multi_axes_add,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}",0.579030976801861,0.5505924433499371,0.44940755665006293,4608,True,0.04187794930932326
dinov2_vitg14,multi_axes_add,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5224397590361446,,,4608,True,
dinov2_vitg14,single_axis_axial,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.607293896004772,0.5910986713454378,0.21452093493755997,1536,True,0.04025082846720803
dinov2_vitg14,single_axis_axial,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'uniform'}",0.5695899681452796,0.5225916718480448,0.2129111330773258,1536,True,0.03917458100141422
dinov2_vitg14,single_axis_axial,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.49026104417670685,,,1536,True,
dinov2_vitg14,single_axis_coronal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5727068845613393,0.5571718968373579,0.20849368530968693,1536,True,0.03261094520889221
dinov2_vitg14,single_axis_coronal,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 3, 'weights': 'uniform'}",0.518168847487387,0.4911494640235611,0.34111832594391744,1536,True,0.047518251471605516
dinov2_vitg14,single_axis_coronal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5117155548800707,,,1536,True,
dinov2_vitg14,single_axis_sagittal,none,logistic,"{'C': 10, 'l1_ratio': 1.0}",0.4905829105730101,0.577387055089939,0.3930187541548671,1536,False,0.029629628719579183
dinov2_vitg14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 13, 'weights': 'uniform'}",0.5002934289356096,0.556330441465015,0.15073888863132778,1536,True,0.02039710941995645
dinov2_vitg14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5160768072289156,,,1536,True,
dinov2_vitl14,multi_axes_average,none,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5341125793112342,0.5908539289798012,0.203007530213564,256,True,0.02395416510426915
dinov2_vitl14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'uniform'}",0.5518799424604461,0.5910006813045457,0.20521440452984885,256,True,0.029314260005875357
dinov2_vitl14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4938755020080321,,,256,True,
dinov2_vitl14,multi_axes_max,none,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.6164299002399984,0.5882205520316093,0.39205279802390525,256,True,0.037141515805850824
dinov2_vitl14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 5, 'weights': 'uniform'}",0.522224131618216,0.5448179304865256,0.24663433655422584,256,True,0.03891232886895067
dinov2_vitl14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4919424256659666,,,256,True,
dinov2_vitl14,multi_axes_add,none,logistic,"{'C': 0.001, 'l1_ratio': 0.2}",0.5344521712284126,0.5665922983976819,0.1170488352448853,256,True,0.03186360603320693
dinov2_vitl14,multi_axes_add,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}",0.5451521980836983,0.57442145068167,0.42557854931832995,256,True,0.027402009788520323
dinov2_vitl14,multi_axes_add,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5429591070704839,,,256,True,
dinov2_vitl14,single_axis_axial,none,logistic,"{'C': 1, 'l1_ratio': 0.9}",0.5897471092849729,0.5840634454306756,0.27441516641051567,256,True,0.01937893508109507
dinov2_vitl14,single_axis_axial,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'uniform'}",0.5554092923814842,0.5220610663927994,0.17439996864200646,256,True,0.01394837302667182
dinov2_vitl14,single_axis_axial,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5032128514056226,,,256,True,
dinov2_vitl14,single_axis_coronal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.5507837165650898,0.575573774381289,0.07273157426025234,256,True,0.042188652546497
dinov2_vitl14,single_axis_coronal,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}",0.5610049935585429,0.5469890810930906,0.45301091890690937,256,True,0.041770563192172296
dinov2_vitl14,single_axis_coronal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4985943775100401,,,256,True,
dinov2_vitl14,single_axis_sagittal,none,logistic,"{'C': 10, 'l1_ratio': 1.0}",0.5085688252853235,0.5628195268192245,0.43718047318077546,256,True,0.04230356451554316
dinov2_vitl14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}",0.45754539035610964,0.5874201553583763,0.41257984464162367,256,True,0.017138735786377906
dinov2_vitl14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.47658132530120484,,,256,True,
dinov2_vitg14,multi_axes_average,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5778411772683902,0.6113743792160975,0.34042975631135053,256,True,0.047150904740479116
dinov2_vitg14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}",0.6113473527930132,0.5496576037616636,0.4503423962383364,256,True,0.0302196860831663
dinov2_vitg14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5267883460447295,,,256,True,
dinov2_vitg14,multi_axes_max,none,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.5857757945734218,0.5899592331444494,0.014025314220480256,256,True,0.05220526396327932
dinov2_vitg14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 11, 'weights': 'uniform'}",0.5338625371066678,0.5559869399559257,0.16055078802949707,256,True,0.024078714987686146
dinov2_vitg14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5602721666482443,,,256,True,
dinov2_vitg14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.5}",0.6292969290956932,0.5973939556280919,0.28839357603457605,256,True,0.06447987666668305
dinov2_vitg14,multi_axes_add,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}",0.6230911366916575,0.5612049335020564,0.43879506649794364,256,True,0.04948406692705226
dinov2_vitg14,multi_axes_add,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5746858995615489,,,256,True,
dinov2_vitg14,single_axis_axial,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.6074227588938481,0.5918877053339631,0.21054598097216837,256,True,0.03950432233321187
dinov2_vitg14,single_axis_axial,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 15, 'weights': 'uniform'}",0.5894259247921773,0.5248510602712992,0.13083580285490026,256,True,0.04662134545763339
dinov2_vitg14,single_axis_axial,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5096385542168675,,,256,True,
dinov2_vitg14,single_axis_coronal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.2}",0.5420053593049834,0.5613620377483952,0.10796578721449013,256,True,0.02547679256649789
dinov2_vitg14,single_axis_coronal,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}",0.5405842048993189,0.5216384746439203,0.4783615253560797,256,True,0.0362818726466066
dinov2_vitg14,single_axis_coronal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4985943775100402,,,256,True,
dinov2_vitg14,single_axis_sagittal,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.4931070354654937,0.5914494229311178,0.23070180923801953,256,True,0.033030095062523815
dinov2_vitg14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 11, 'weights': 'uniform'}",0.49687654048652696,0.5656172994750468,0.16240650032927195,256,True,0.032045669433513814
dinov2_vitg14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5218247991967871,,,256,True,
dinov2_vitb14,multi_axes_average,none,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.5222365597314916,0.6186661446737839,0.22302858632289002,150,True,0.04503312453956821
dinov2_vitb14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}",0.5391886203863222,0.5901367163183211,0.4098632836816789,150,True,0.0484477025932777
dinov2_vitb14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.491390562248996,,,150,True,
dinov2_vitb14,multi_axes_max,none,logistic,"{'C': 0.01, 'l1_ratio': 0.0}",0.5963331418048022,0.5492735044521627,0.4365099217493148,359,True,0.0136584263961656
dinov2_vitb14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 1, 'weights': 'uniform'}",0.5015746472127041,0.5314371963588915,0.46856280364110847,359,True,0.020644725846058948
dinov2_vitb14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5426894504624,,,359,True,
dinov2_vitb14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.7000000000000001}",0.5315192099463975,0.5906813456204101,0.23686750251091615,145,True,0.02808776910114082
dinov2_vitb14,multi_axes_add,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'uniform'}",0.5462670021274596,0.5887618068481913,0.13402304697348344,145,True,0.03852580954763312
dinov2_vitb14,multi_axes_add,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5309481043439814,,,145,True,
dinov2_vitb14,single_axis_axial,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5704974755078523,0.610102379314348,0.19580545029680485,81,True,0.03793240100966916
dinov2_vitb14,single_axis_axial,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 13, 'weights': 'distance'}",0.6138213384223385,0.5459725403174741,0.4540274596825259,81,True,0.021080635683519568
dinov2_vitb14,single_axis_axial,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4933860441767069,,,81,True,
dinov2_vitb14,single_axis_coronal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.5598780085543058,0.5823232436096383,0.12098304712517594,69,True,0.03109269456614963
dinov2_vitb14,single_axis_coronal,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'}",0.556278192293057,0.529775888214956,0.16336278730859988,69,True,0.04880723874110546
dinov2_vitb14,single_axis_coronal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5,,,69,True,
dinov2_vitb14,single_axis_sagittal,none,logistic,"{'C': 1, 'l1_ratio': 0.0}",0.4983438777253906,0.5631608010525518,0.2538609608197706,73,True,0.02558131433181682
dinov2_vitb14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'uniform'}",0.561180620933592,0.5595650455698363,0.16937047921978565,73,True,0.036919306417822255
dinov2_vitb14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4927083333333333,,,73,True,
dinov2_vits14,multi_axes_average,none,logistic,"{'C': 0.1, 'l1_ratio': 0.1}",0.550432394319448,0.5950656999364465,0.1289465287740843,32,True,0.028097416298112618
dinov2_vits14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 7, 'weights': 'distance'}",0.5422234155699038,0.5853043974235271,0.41469560257647287,32,True,0.024951328474665704
dinov2_vits14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4811119477911646,,,32,True,
dinov2_vits14,multi_axes_max,none,logistic,"{'C': 0.1, 'l1_ratio': 1.0}",0.5678026404891949,0.5232190367143577,0.13222554717698176,32,True,0.029097967862803012
dinov2_vits14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'}",0.5387414137727755,0.5249425190596556,0.16150030348860567,32,True,0.03373225725284742
dinov2_vits14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5278488955823293,,,32,True,
dinov2_vits14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.2}",0.5566891696809383,0.6008707799977875,0.13438271423984194,32,True,0.0281620662272187
dinov2_vits14,multi_axes_add,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}",0.5241389891263885,0.6107563294671248,0.38924367053287523,32,True,0.01609376539680697
dinov2_vits14,multi_axes_add,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5183795963671198,,,32,True,
dinov2_vits14,single_axis_axial,none,logistic,"{'C': 1, 'l1_ratio': 0.4}",0.5259609955957967,0.5734877124551103,0.15645972717433343,32,True,0.032085958907232856
dinov2_vits14,single_axis_axial,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}",0.47128725277573436,0.5358101935115627,0.18643988046709348,32,True,0.035153370911130626
dinov2_vits14,single_axis_axial,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5,,,32,True,
dinov2_vits14,single_axis_coronal,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5929648799246338,0.5748146396423895,0.11463506642127796,32,True,0.05192051551901416
dinov2_vits14,single_axis_coronal,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'}",0.6029053843895036,0.5228634941259314,0.16429552658578028,32,True,0.05915746327050751
dinov2_vits14,single_axis_coronal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5,,,32,True,
dinov2_vits14,single_axis_sagittal,none,logistic,"{'C': 0.1, 'l1_ratio': 1.0}",0.48413675661202227,0.571571005578904,0.019813818817647766,32,True,0.015225070402125009
dinov2_vits14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 3, 'weights': 'distance'}",0.5291987369757423,0.5554954751591505,0.44450452484084946,32,True,0.025476650791118938
dinov2_vits14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5041666666666667,,,32,True,
dinov2_vitl14,multi_axes_average,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5556360506086352,0.5870891531552721,0.26282012898079943,3072,False,0.02586807432262451
dinov2_vitl14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 11, 'weights': 'uniform'}",0.5730587249345372,0.5653031803891743,0.15913391301997637,3072,True,0.028960678046757945
dinov2_vitl14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5017193775100401,,,3072,True,
dinov2_vitl14,multi_axes_max,none,logistic,"{'C': 0.1, 'l1_ratio': 0.30000000000000004}",0.5669948438963065,0.5708458384537728,0.3927884695600048,3072,True,0.02522861125225251
dinov2_vitl14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'uniform'}",0.5006257849334701,0.5414966307660427,0.15856790552844968,3072,True,0.024894955825495033
dinov2_vitl14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4819277108433735,,,3072,True,
dinov2_vitl14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.4}",0.5488402399538045,0.5828107171949184,0.20839765465212523,3072,False,0.03525814511247038
dinov2_vitl14,multi_axes_add,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 15, 'weights': 'distance'}",0.5968448294919635,0.5592248007892491,0.4407751992107509,3072,True,0.031233186727549107
dinov2_vitl14,multi_axes_add,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4944653614457831,,,3072,True,
dinov2_vitl14,single_axis_axial,none,logistic,"{'C': 1, 'l1_ratio': 0.5}",0.6121852523983946,0.5787839655107611,0.2813135569862979,1024,True,0.019906982344915888
dinov2_vitl14,single_axis_axial,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 13, 'weights': 'uniform'}",0.5692939297128407,0.5247192413736599,0.16761694860511112,1024,True,0.01484147288255962
dinov2_vitl14,single_axis_axial,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.4939759036144578,,,1024,True,
dinov2_vitl14,single_axis_coronal,none,logistic,"{'C': 0.01, 'l1_ratio': 0.0}",0.5451909861845355,0.5672060303493115,0.11340981378462778,1024,True,0.03285204804369712
dinov2_vitl14,single_axis_coronal,none,knn,"{'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 13, 'weights': 'distance'}",0.5889985042987514,0.541178490246963,0.45882150975303704,1024,True,0.027882238405828576
dinov2_vitl14,single_axis_coronal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5072916666666667,,,1024,True,
dinov2_vitl14,single_axis_sagittal,none,logistic,"{'C': 1, 'l1_ratio': 0.8}",0.4784823968445754,0.5623352047159141,0.21772798457779097,1024,True,0.028573795839096267
dinov2_vitl14,single_axis_sagittal,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 13, 'weights': 'distance'}",0.49569445132634304,0.5763595274969501,0.4236404725030499,1024,True,0.01812926022280723
dinov2_vitl14,single_axis_sagittal,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5100527108433734,,,1024,True,
dinov2_vitb14,multi_axes_average,none,logistic,"{'C': 0.1, 'l1_ratio': 0.0}",0.5321434524081774,0.6150074850455252,0.3152659653918932,2304,True,0.03976343988948281
dinov2_vitb14,multi_axes_average,none,knn,"{'leaf_size': 1, 'metric': 'cosine', 'n_neighbors': 15, 'weights': 'distance'}",0.5578904474271651,0.5742039991195952,0.4257960008804048,2304,True,0.043683861136147265
dinov2_vitb14,multi_axes_average,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5083333333333333,,,2304,True,
dinov2_vitb14,multi_axes_max,none,logistic,"{'C': 1, 'l1_ratio': 1.0}",0.5151632332080616,0.5564510456626233,0.44354895433737673,2304,True,0.030610902430455333
dinov2_vitb14,multi_axes_max,none,knn,"{'leaf_size': 1, 'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}",0.5409852376129001,0.5621577729931753,0.43784222700682474,2304,True,0.04048668386360134
dinov2_vitb14,multi_axes_max,none,svm_linear,"{'C': 0.001, 'class_weight': None, 'loss': 'hinge'}",0.5106425702811245,,,2304,True,
dinov2_vitb14,multi_axes_add,none,logistic,"{'C': 0.01, 'l1_ratio': 0.2}",0.5386518928450277,0.60048698778043,0.3228923308017476,2304,False,0.025885636533945912
