Subject,Isomap_central_left_dim1,Isomap_central_left_dim2,Isomap_central_left_dim3,Isomap_central_left_dim4,Isomap_central_left_dim5,Isomap_central_left_dim6,Isomap_cingulate_left_dim1,Isomap_cingulate_left_dim2,Isomap_cingulate_left_dim3,Isomap_cingulate_left_dim4,Isomap_cingulate_left_dim5,Isomap_cingulate_left_dim6
100206,-0.229649780962843,7.38988332877262,0.348397010852045,-1.86167807114789,0.842309757558132,0.582307686105794,2.25453082840766,4.48701243705607,-1.85742655872063,2.05958418034011,2.01194749046738,3.05330920391958
100307,1.5738948815301,-2.75174996993379,1.04561721699987,-1.803867176175,0.0963004690134033,1.880109963046,0.271804218095523,2.68947084924727,2.81034583248805,1.48590150287478,0.797527011413726,-5.5026378646351
100408,-5.20093686912754,-3.32963551023122,-1.68721312741191,-0.16403295645656,-0.129700464266471,0.668525103296921,-3.08722101578159,-2.50941682985594,5.4475747008775,0.570410548584648,2.18774120496382,5.07590139034426
100610,2.13191384487829,0.0253492193172158,-0.288739635096645,-1.78907169215401,-1.10682540809508,-0.100832159502142,4.67211142775479,4.85668734575976,1.52725734718231,-0.033238333848783,0.722928748544798,-0.65939542676854
101006,0.411593551032246,0.454800290180238,-2.4769060139101,1.86577715452773,-1.72309646727413,1.40888263930179,11.0179654392593,-1.18242244004594,-4.01609820383268,-3.91297939498104,1.70652554630008,-1.57534956299876
101107,2.32667820853594,-0.35757245406608,0.724956422633507,-3.5411560458937,0.445222554276209,0.703161826769302,0.728695381207633,0.0434351875378661,5.01879679890623,0.519402561569274,3.75068544918758,1.89160485804738
101309,-2.77514272456987,3.76632349212788,-3.99061965931086,0.795965994661917,3.05035249748741,-0.076935714059258,-2.59957197095016,6.27836876457637,1.9628926373103,1.62209738981491,2.32438854965964,-2.8823484246845
101410,1.40300987076774,-2.77961607367501,0.121090839437606,-1.01166124320038,0.393799903754444,-1.48078712710408,5.9690410961156,-1.05818385094483,-9.28242467637343,1.42620121636865,0.484452584973974,2.47618010493739
101915,-7.26971414533001,0.771791576552357,0.341483305428311,2.39753328035897,-0.987613803979756,0.232661029502028,-3.84097935794359,0.422347651493204,-2.04028554507541,-0.0425628419498028,-6.18979313445422,0.0873528596233209
102008,-1.02862413894501,2.45319840331503,1.79596854280468,-3.83029997118081,-1.88779274008657,-2.75836023485032,-6.71678365075651,-0.956103349760827,-0.645481061161419,-0.0532630474965086,3.19791335074758,-3.60758694176544
102311,-1.44612059639751,2.35532924588465,4.62989520557811,-1.47607592398455,0.61642654050272,0.0873554966438483,2.87131353454171,-3.54168578328957,3.15352411716725,0.413703559805839,1.6939536739815,-1.10359012142083
102513,0.0476489783136879,-0.696961552475009,-1.78088933848423,1.58633175317314,-0.427918261120335,-3.56388244284055,-10.5492456169874,-3.05927308693067,-3.61801550604949,-1.95666661564947,-0.720557800052702,1.16170927114593
102816,3.06331021454502,0.574974980812069,0.479237325070657,-1.49735880114248,-1.47694544960312,-0.159244812695569,1.84428383806852,-3.40458462506452,2.97932429788228,1.55503085693471,0.0801413755371715,4.05277111173679
103111,1.966369686497,-1.72489209481589,-4.27010160887778,-0.14859474542282,-0.669985961973152,-1.34498540395205,-0.0682235048488552,8.59047299687425,-0.883051830639203,-3.66119139525139,-3.33380724571254,-3.57036176176286
103414,3.56406499709694,-2.96263758500937,-3.72266693732311,1.79972180468641,0.348183634462345,-0.611186383576734,11.5870500173982,-4.64379524285184,-7.99725984562694,3.8106388020896,3.37451412986608,5.21285817102896
103515,1.17415434441787,-3.87239536918913,0.0960535748935824,1.73185704541151,0.985336983076613,-1.37575930200729,-0.0062019526301327,-2.35842430955743,-0.716188488627031,-1.30056683052945,-6.44121473353594,5.38543697746133
103818,-1.49200228209942,-2.15367447230361,0.253081334328269,0.421856188966766,0.658067228074804,-1.43761551871789,-7.78421767410719,7.68094066326017,-0.511545878352601,-0.0816950423695779,2.8986384267808,-0.324780422547225
104416,-4.33853380010209,-3.8977430181161,-2.17002350119935,-0.368177901238333,0.638094683561089,-0.507854105491451,10.921546977246,-0.0996559184038428,2.8473611878467,-1.24512807091052,4.16074616075556,0.376856015908943
104820,-1.89599289536957,-0.822784697230782,-2.16223011276109,0.358376542723509,2.67314503418371,-1.61630095836734,-4.13846143085764,-2.93224820134712,0.41645827259263,-2.92199780044483,-1.38112793542016,-0.454303356261106
105014,1.80412993690791,-3.39643500031342,0.592560536820308,-0.522597737575113,0.444298802151148,-1.32167773310332,3.99835737918669,6.50975976010667,2.21422105301144,1.91905643277841,3.57824209615279,-2.55003173756918
105115,0.869485503261386,0.975758484806709,-3.71369003870197,-1.06989001275221,-3.73310842036889,1.19861134481476,-6.98834678543532,-1.90295334802681,1.6071162991441,-1.08727896286647,2.65469355906554,1.1224471969223
105216,1.494840505693,0.913612940186504,-0.494866164451277,-2.63306746897012,-0.90164765713284,-0.521953117480257,2.99399484484879,1.22710645734789,0.625746039094055,-1.43496060151406,-2.8221219342065,-0.698514926186009
105620,1.85878214080372,-4.1791954836952,-3.2746220724613,-0.847903755133863,2.10335669638467,0.0653195766500414,10.0228432188432,2.84189873919395,-0.321358183332958,-2.17652667265531,4.74472437758829,-2.74489052352289
106016,-3.4932731810037,-0.988780164620398,-2.03315873191152,-0.304600757373171,1.20679542980595,-3.02615963482726,-3.0877646708905,2.13073174998364,3.3222283858868,-1.76394826004926,-0.303014358303985,-3.44892596992971
106319,3.34793611169508,0.281924024764387,-1.5191590087873,-0.0334686940665797,-1.31218409782795,-0.830801110167042,-0.970337802399138,2.78171398042481,4.11385225501384,1.1717960412786,0.606059068348523,-6.45261077663754
